List Number	Series Number	2006 list	2008 list	2010 list	2012 list	2018 list	r/tbr/w	Title	Author	List	Original/Alt Title	Wilson score	nationality	Period	List Notes	Work_Wikidata_ID	Author_Wikidata_ID
955			2008	2010	2012	2018		The Young Man	Strauss, Botho	3) Added 2008		1315		1900s		Q28227980	Q60955
956			2008	2010	2012	2018		Love Medicine	Erdrich, Louise	3) Added 2008		314	American	1900s		Q6077660	Q442679
957		2006	2008	2010	2012	2018		White Noise	DeLillo, Don	1) core list		492	American	1900s		Q2623505	Q310048
958		2006						Old Masters	Bernhard, Thomas	2) Deleted 2008		171	Dutch	1900s		Q435977	Q44336
959			2008	2010	2012	2018		Half of Man is Woman	Xianliang, Zhang	3) Added 2008		1107		1900s		Q28417813	Q570407
960		2006	2008	2010	2012	2018		Reasons to Live	Hempel, Amy	1) core list		84	American	1900s		Q134999276	Q481871
961		2006	2008	2010	2012	2018		The Handmaid’s Tale	Atwood, Margaret	1) core list		127	Canadian	1900s		Q1541914	Q183492
962		2006	2008	2010	2012	2018		Hawksmoor	Ackroyd, Peter	1) core list		1087	English	1900s		Q5685281	Q319169
963		2006						Queer	Burroughs, William	2) Deleted 2008		940	American	1900s		Q2392914	Q188176
964		2006	2008	2010	2012	2018		Perfume	Süskind, Patrick	1) core list		186	German	1900s		Q459303	Q105994
965			2008	2010	2012	2018		Blood Meridian	McCarthy, Cormac	3) Added 2008		74	American	1900s		Q581426	Q272610
966		2006	2008	2010	2012	2018		Contact	Sagan, Carl	1) core list		173	American	1900s		Q741013	Q410
967		2006						Less Than Zero	Ellis, Bret Easton	2) Deleted 2008		956	American	1900s		Q1815659	Q241583
968		2006						A Maggot	Fowles, John	2) Deleted 2008		1077	English	1900s		Q4120895	Q214660
969			2008	2010	2012	2018		Simon and the Oaks	Fredriksson, Marianne	3) Added 2008		841		1900s		Q10668102	Q242166
970		2006	2008	2010	2012	2018		The Cider House Rules	Irving, John	1) core list		357	American	1900s		Q1538984	Q310379
971		2006						Oranges Are Not the Only Fruit	Winterson, Jeanette	2) Deleted 2008		647	English	1900s		Q4843750	Q233584
972			2008	2010	2012	2018		Annie John	Kincaid, Jamaica	3) Added 2008		847		1900s		Q4769320	Q275601
973		2006	2008	2010	2012	2018		The Parable of the Blind	Hofmann, Gert	1) core list		1241	German	1900s		Q5261134	Q77751
974		2006	2008	2010	2012	2018		Love in the Time of Cholera	García Márquez, Gabriel	1) core list		397	Colombian	1900s		Q499396	Q5878
975			2008	2010	2012	2018		Ancestral Voices	van, Heerden, Etienne	3) Added 2008		817		1900s		Q13036211	Q982233
976			2008	2010	2012	2018		The Beautiful Mrs Seidenman	Szczypiorski, Andrzej	3) Added 2008		666		1900s		Q11820123	Q451655
977		2006	2008	2010	2012	2018		The Drowned and the Saved	Levi, Primo	1) core list		6	Italian	1900s		Q3791315	Q153670
978		2006						Foe	Coetzee, J.M.	2) Deleted 2008		1074	S. African	1900s		Q3746976	Q43293
979		2006	2008	2010	2012	2018		Watchmen	Moore, Alan	1) core list		13	British	1900s		Q128444	Q205739
980		2006						Marya	Oates, Joyce Carol	2) Deleted 2008		1132	American	1900s		Q42192715	Q217557
981		2006	2008	2010	2012	2018		Extinction	Bernhard, Thomas	1) core list		48	Dutch	1900s		Q382084	Q44336
982		2006	2008	2010	2012	2018		An Artist of the Floating World	Ishiguro, Kazuo	1) core list		669	Japanese/English	1900s		Q4003685	Q272855
983			2008	2010	2012	2018		Memory of Fire	Galeano, Eduardo	3) Added 2008		422		1900s		Q3854385	Q44575
984		2006	2008	2010	2012	2018		The Old Devils	Amis, Kingsley	1) core list		1214	English	1900s		Q4009164	Q220078
985		2006	2008	2010	2012	2018		Matigari	Ngugi wa Thiong'o	1) core list		927	Kenyan	1900s		Q96392267	Q302910
986		2006	2008	2010	2012	2018		Anagrams	Moore, Lorrie	1) core list		383	American	1900s		Q135820223	Q204168
987		2006	2008	2010	2012	2018		Lost Language of Cranes	Leavitt, David	1) core list		398	American	1900s		Q2906863	Q1175150
988		2006	2008	2010	2012	2018		The Taebaek Mountains	Jo, Jung-rae	1) core list		1309	Korean	1900s		Q11278105	Q623737
989			2008	2010	2012	2018		Ballad for Georg Henig	Paskov, Viktor	3) Added 2008		1		1900s		Q44527854	Q929665
990		2006	2008	2010	2012	2018		Enigma of Arrival	Naipaul, V.S.	1) core list		1000	Trinidad	1900s		Q7732266	Q44593
991		2006	2008	2010	2012	2018		World’s End	Boyle, T. Coraghessan	1) core list		399	American	1900s		Q2593899	Q786526
992		2006	2008	2010	2012	2018		The Pigeon	Süskind, Patrick	1) core list		750	German	1900s		Q1216687	Q105994
993			2008	2010	2012	2018		Of Love and Shadows	Allende, Isabel	3) Added 2008		316	Peruvian	1900s		Q3700163	Q83566
994		2006	2008	2010	2012	2018		Beloved	Morrison, Toni	1) core list		550	American	1900s		Q971767	Q72334
995			2008	2010	2012	2018		All Souls	Marias, Javier	3) Added 2008		936		1900s		Q16640642	Q299161
996		2006	2008	2010	2012	2018		The New York Trilogy	Auster, Paul	1) core list		434	American	1900s		Q1215203	Q214642
997			2008	2010	2012	2018		Black Box	Oz, Amos	3) Added 2008		526		1900s		Q4920417	Q151872
998		2006	2008	2010	2012	2018		The Bonfire of the Vanities	Wolfe, Tom	1) core list		713	American	1900s		Q1401130	Q216195
999		2006	2008	2010	2012	2018		The Black Dahlia	Ellroy, James	1) core list		715	American	1900s		Q1219298	Q318487
1000		2006						The Passion	Winterson, Jeanette	2) Deleted 2008		93	English	1900s		Q25183747	Q233584
1001		2006	2008	2010	2012	2018		The Afternoon of a Writer	Handke, Peter	1) core list		1197	Austrian	1900s		Q116160078	Q44107
1002		2006	2008	2010	2012	2018		The Radiant Way	Drabble, Margaret	1) core list		931	English	1900s		Q23307345	Q239307
1003			2008	2010	2012	2018		Kitchen	Yoshimoto, Banana	3) Added 2008		428	Japanese	1900s		Q2246971	Q238970
1004		2006	2008	2010	2012	2018		Dirk Gently’s Holistic Detective Agency	Adams, Douglas	1) core list		268	English	1900s		Q902712	Q42
1005		2006						The Long Dark Teatime of the Soul	Adams, Douglas	2) Deleted 2008		167	English	1900s		Q1199348	Q42
1006		2006	2008	2010	2012	2018		Cigarettes	Mathews, Harry	1) core list		670		1900s		Q135820660	Q2915679
1007		2006						The Child in Time	McEwan, Ian	2) Deleted 2008		987	English	1900s		Q1747269	Q190379
1008		2006	2008	2010	2012	2018		Nervous Conditions	Dangarembga, Tsitsi	1) core list		300	Zimbabwe	1900s		Q6996918	Q270837
1009		2006						The Player of Games	Banks, Iain M.	2) Deleted 2008		23	Scottish	1900s		Q467139	Q312579
1010		2006						Libra	DeLillo, Don	2) Deleted 2008		381	American	1900s		Q1093807	Q310048
1011			2008	2010	2012	2018		The First Garden	Hébert, Anne	3) Added 2008		1282		1900s		Q121904803	Q737768
1012			2008	2010	2012	2018		The Last World	Ransmayr, Christoph	3) Added 2008		753		1900s		Q1218908	Q113022
1013		2006	2008	2010	2012	2018		Oscar and Lucinda	Carey, Peter	1) core list		869	Australian	1900s		Q1060522	Q313254
1014		2006	2008	2010	2012	2018		The Swimming Pool Library	Hollinghurst, Alan	1) core list		746	English	1900s		Q7767674	Q316048
1015		2006	2008	2010	2012	2018		The Satanic Verses	Rushdie, Salman	1) core list		901	Indian	1900s		Q191288	Q44306
1016		2006	2008	2010	2012	2018		Wittgenstein’s Mistress	Markson, David	1) core list		338	American	1900s		Q8028589	Q515363
1017		2006						The Beautiful Room is Empty	White, Edmund	2) Deleted 2008		462	American	1900s		Q4237749	Q729117
1018			2008	2010	2012	2018		Paradise of the Blind	Duong, Thu Huong	3) Added 2008		879		1900s		Q7134400	Q269992
1019		2006	2008	2010	2012	2018		Foucault’s Pendulum	Eco, Umberto	1) core list	Il pendolo di Fucault	599	Italian	1900s		Q437791	Q12807
1020		2006						Cat’s Eye	Atwood, Margaret	2) Deleted 2008		442	Canadian	1900s		Q1736876	Q183492
1021		2006						The Book of Evidence	Banville, John	2) Deleted 2008		821	Irish	1900s		Q3824337	Q313077
1022			2008	2010	2012	2018		Gimmick!	Zwagerman, Joost	3) Added 2008		1285	Dutch	1900s		Q104007391	Q1703564
1023			2008	2010	2012	2018		Obabakoak	Atxaga, Bernardo	3) Added 2008		714		1900s		Q3571247	Q221771
1024			2008	2010	2012	2018		Inland	Murnane, Gerald	3) Added 2008		859		1900s		Q23764748	Q710823
1025		2006	2008	2010	2012	2018		A Prayer for Owen Meany	Irving, John	1) core list		85	American	1900s		Q13911	Q310379
1026		2006	2008	2010	2012	2018		Like Water for Chocolate	Esquivel, Laura	1) core list		288	Mexican	1900s		Q1777072	Q230586
1027		2006	2008	2010	2012	2018		The History of the Siege of Lisbon	Saramago, José	1) core list		687	Portugal	1900s		Q2701463	Q37060
1028		2006	2008	2010	2012	2018		The Trick is to Keep Breathing	Galloway, Janice	1) core list		658	Scottish	1900s		Q7770203	Q370851
1029		2006						The Temple of My Familiar	Walker, Alice	2) Deleted 2008		242	American	1900s		Q7768366	Q215868
1030			2008	2010	2012	2018		The Great Indian Novel	Tharoor, Shashi	3) Added 2008		610		1900s		Q7737811	Q195616
1031		2006	2008	2010	2012	2018		The Melancholy of Resistance	Krasznahorkai, László	1) core list		114	Hugarian	1900s		Q785109	Q512062
1032		2006	2008	2010	2012	2018		Remains of the Day	Ishiguro, Kazuo	1) core list		88	Japanese/English	1900s		Q829934	Q272855
1033		2006						Billy Bathgate	Doctorow, E.L.	2) Deleted 2008		703	American	1900s		Q3734045	Q335232
1034		2006	2008	2010	2012	2018		London Fields	Amis, Martin	1) core list		896	English	1900s		Q6670367	Q310176
1035		2006	2008	2010	2012	2018		Moon Palace	Auster, Paul	1) core list		377	American	1900s		Q1944147	Q214642
1036		2006	2008	2010	2012	2018		Sexing the Cherry	Winterson, Jeanette	1) core list		535	English	1900s		Q3795782	Q233584
1037		2006						A Disaffection	Kelman, James	2) Deleted 2008		974	Scottish	1900s		Q347332	Q720806
1038		2006	2008	2010	2012	2018		Like Life	Moore, Lorrie	1) core list		140	American	1900s		Q135843371	Q204168
1039		2006						A Home at the End of the World	Cunningham, Michael	2) Deleted 2008		441	American	1900s		Q15056790	Q310257
1040		2006	2008	2010	2012	2018		The Buddha of Suburbia	Kureishi, Hanif	1) core list		764	English	1900s		Q1192689	Q325936
1041		2006						Possession	Byatt, A.S.	2) Deleted 2008		564	English	1900s		Q428581	Q232417
1042			2008	2010	2012	2018		The Shadow Lines	Ghosh, Amitav	3) Added 2008		560		1900s		Q7763545	Q336125
1043		2006	2008	2010	2012	2018		The Midnight Examiner	Kotzwinkle, William	1) core list		1243	American	1900s		Q135843588	Q639538
1044		2006	2008	2010	2012	2018		The Things They Carried	O'Brien, Tim	1) core list		80	American	1900s		Q1633953	Q1289151
1045		2006	2008	2010				The Music of Chance	Auster, Paul	6) Deleted 2012		410	American	1900s		Q1214916	Q214642
1046		2006	2008	2010	2012	2018		Stone Junction	Dodge, Jim	1) core list		212	American	1900s		Q134109432	Q1277990
1047		2006	2008	2010	2012	2018		Amongst Women	McGahern, John	1) core list		424	Irish	1900s		Q473979	Q1277641
1048		2006	2008	2010	2012	2018		Get Shorty	Leonard, Elmore	1) core list		374	American	1900s		Q16385799	Q336519
1049		2006						Wise Children	Carter, Angela	2) Deleted 2008		372	English	1900s		Q3744835	Q234519
1050		2006						Señor Vivo and the Coca Lord	De Bernières, Louis	2) Deleted 2008		180	English	1900s		Q17020356	Q712191
1051		2006						Downriver	Sinclair, Iain	2) Deleted 2008		1239	Wales	1900s		Q135844431	Q5980623
1052			2008	2010	2012	2018		The Daughter	Matesis, Pavlos	3) Added 2008		76		1900s		Q21286537	Q12044375
1053		2006	2008	2010	2012	2018		Vertigo	Sebald, W.G.	1) core list		251		1900s		Q4010296	Q76952
1054		2006						Vineland	Pynchon, Thomas	2) Deleted 2008		952	American	1900s		Q2738674	Q35155
1055		2006	2008	2010	2012	2018		American Psycho	Ellis, Bret Easton	1) core list		592	American	1900s		Q466504	Q241583
1056			2008	2010	2012	2018		The Laws	Palmen, Connie	3) Added 2008		1153		1900s		Q2604674	Q469283
1057			2008	2010	2012	2018		Faceless Killers	Mankell, Henning	3) Added 2008		642		1900s		Q1958087	Q193346
1058			2008	2010	2012	2018		Astradeni	Fakinou, Eugenia	3) Added 2008		705		1900s		Q135844801	Q535599
1059		2006	2008	2010	2012	2018		Regeneration	Barker, Pat	1) core list		198	English	1900s		Q1400132	Q61198
1060		2006	2008	2010	2012	2018		Typical	Powell, Padgett	1) core list		1181	American	1900s		Q135845281	Q7123723
1061		2006	2008	2010	2012	2018		Mao II	DeLillo, Don	1) core list		846	American	1900s		Q6753587	Q310048
1062		2006						Time’s Arrow	Amis, Martin	2) Deleted 2008		730	English	1900s		Q7804773	Q310176
1063		2006	2008	2010	2012	2018		Wild Swans	Chang, Jung	1) core list		66	Chinese	1900s		Q1754282	Q235291
1064		2006	2008	2010	2012	2018		Arcadia	Crace, Jim	1) core list		1179	English	1900s		Q133527882	Q1563821
1065		2006	2008	2010	2012	2018		Hideous Kinky	Freud, Esther	1) core list		1076	English	1900s		Q2491076	Q441726
1066		2006						Black Dogs	McEwan, Ian	2) Deleted 2008		1075	English	1900s		Q1704438	Q190379
1067			2008	2010	2012	2018		Memories of Rain	Gupta, Sunetra	3) Added 2008		1275		1900s		Q31316267	Q2366381
1068		2006	2008	2010	2012	2018		Asphodel	Doolittle, Hilda	1) core list		1290	Swiss	1900s		Q135855101	Q236469
1069		2006						The Heather Blazing	Tóibín, Colm	2) Deleted 2008		742	Irish	1900s		Q7739255	Q470758
1070		2006						Black Water	Oates, Joyce Carol	2) Deleted 2008		1012	American	1900s		Q3423065	Q217557
1071		2006	2008	2010	2012	2018		The Butcher Boy	McCabe, Patrick	1) core list		553	Irish	1900s		Q43891	Q944204
1072		2006	2008	2010	2012	2018		Smilla’s Sense of Snow	Høeg, Peter	1) core list		829	Danish	1900s		Q767189	Q337384
1073			2008	2010	2012	2018		The Dumas Club	Pérez-Reverte, Arturo	3) Added 2008		622		1900s		Q1192798	Q155106
1074		2006	2008	2010	2012	2018		Written on the Body	Winterson, Jeanette	1) core list		132	English	1900s		Q123421333	Q233584
1075		2006	2008	2010	2012	2018		The Crow Road	Banks, Iain	1) core list		275	Scottish	1900s		Q16241321	Q312579
1076		2006	2008	2010	2012	2018		Indigo	Warner, Marina	1) core list		1246	English	1900s		Q6024737	Q1264872
1077		2006	2008	2010	2012	2018		The English Patient	Ondaatje, Michael	1) core list			Sri Lanka	1900s		Q1292533	Q313593
1078		2006						Jazz	Morrison, Toni	2) Deleted 2008		563	American	1900s		Q3163324	Q72334
1079		2006	2008	2010	2012	2018		Possessing the Secret of Joy	Walker, Alice	1) core list		170	American	1900s		Q7233383	Q215868
1080		2006						A Heart So White	Marias, Javier	2) Deleted 2008		264	Spanish	1900s		Q1917901	Q299161
1081			2008	2010	2012	2018		All the Pretty Horses	McCarthy, Cormac	3) Added 2008		246	American	1900s		Q264519	Q272610
1082			2008	2010	2012	2018		The Triple Mirror of the Self	Ghose, Zulfikar	3) Added 2008		1306		1900s		Q135855487	Q3248430
1083			2008	2010	2012	2018		Uncle Petros and Goldbach's Conjecture	Doxiadis, Apostolos	3) Added 2008		255		1900s		Q3045323	Q620479
1084		2006	2008	2010	2012	2018		The Discovery of Heaven	Mulisch, Harry	1) core list	De ontdekking van de hemel	211	Dutch	1900s		Q1212173	Q927
1085		2006	2008	2010	2012	2018		Life is a Caravanserai	Özdamar, Emine	1) core list		1159	Turkish	1900s		Q135874211	Q446415
1086			2008	2010	2012	2018		Before Night Falls	Arenas, Reinaldo	3) Added 2008		99		1900s		Q15094143	Q315024
1087		2006	2008	2010	2012	2018		The Secret History	Tartt, Donna	1) core list		214	American	1900s		Q1218321	Q255339
1088		2006						The Emigrants	Sebald, W.G.	2) Deleted 2008		79	German	1900s		Q1211151	Q76952
1089		2006						The Robber Bride	Atwood, Margaret	2) Deleted 2008		677	Canadian	1900s		Q264182	Q183492
1090		2006						The House of Doctor Dee	Ackroyd, Peter	2) Deleted 2008		1210	English	1900s		Q7740602	Q319169
1091			2008	2010	2012	2018		The Adventures and Misadventures of Maqroll	Mutis, Alvaro	3) Added 2008		124		1900s		Q7712487	Q251123
1092			2008	2010	2012	2018		Remembering Babylon	Malouf, David	3) Added 2008		1068		1900s		Q631460	Q506430
1093			2008	2010	2012	2018		The Holder of the World	Mukherjee, Bharati	3) Added 2008		1163		1900s		Q7739927	Q4357833
1094		2006	2008	2010	2012	2018		The Virgin Suicides	Eugenides, Jeffrey	1) core list		480	American	1900s		Q2269564	Q357108
1095		2006	2008	2010	2012	2018		The Stone Diaries	Shields, Carol	1) core list		510	Canadian	1900s		Q3797249	Q259956
1096		2006	2008	2010	2012	2018		A Suitable Boy	Seth, Vikram	1) core list		659	Indian	1900s		Q2918491	Q379762
1097		2006	2008	2010	2012	2018		What a Carve Up!	Coe, Jonathan	1) core list		236	English	1900s		Q3519092	Q734278
1098		2006	2008	2010	2012	2018		On Love	De Botton, Alain	1) core list		243	Swiss	1900s		Q2533282	Q123273
1099		2006						Complicity	Banks, Iain	2) Deleted 2008		547	Scottish	1900s		Q5156663	Q312579
1100		2006						Operation Shylock	Roth, Philip	2) Deleted 2008		832	American	1900s		Q2892749	Q187019
1101			2008	2010	2012	2018		The Twins	Loo, Tessa de	3) Added 2008	De Tweeling	996	Dutch	1900s		Q2191633	Q272775
1102		2006	2008	2010	2012	2018		Looking for the Possible Dance	Kennedy, A.L.	1) core list		1253	Scottish	1900s		Q135874449	Q278872
1103		2006	2008	2010	2012	2018		Birdsong	Faulks, Sebastian	1) core list		189	English	1900s		Q3405048	Q443055
1104		2006						Trainspotting	Welsh, Irvine	2) Deleted 2008		155	Scottish	1900s		Q11279562	Q178403
1105		2006	2008	2010	2012	2018		The Shipping News	Proulx, E. Annie	1) core list		498	American	1900s		Q11009630	Q229840
1106			2008	2010	2012	2018		Waiting for the Dark, Waiting for the Light	Klima, Ivan	3) Added 2008		1102		1900s		Q38030449	Q506582
1107		2006	2008	2010	2012	2018		The Invention of Curried Sausage	Timm, Uwe	1) core list		1059	German	1900s		Q1212155	Q61629
1108		2006	2008	2010	2012	2018		Disappearance	Dabydeen, David	1) core list		1298	Guyana	1900s		Q135874636	Q1267995
1109			2008	2010	2012	2018		Deep River	Endo, Shusaku	3) Added 2008		494		1900s		Q5250267	Q316217
1110		2006	2008	2010				Felicia’s Journey	Trevor, William	6) Deleted 2012		905	Irish	1900s		Q5441700	Q528826
1111		2006	2008	2010	2012	2018		Captain Corelli’s Mandolin	De Bernières, Louis	1) core list		341	England	1900s		Q1777087	Q712191
1112		2006	2008	2010	2012	2018		How Late It Was, How Late	Kelman, James	1) core list		1047	Scottish	1900s		Q2076441	Q720806
1113		2006	2008	2010	2012	2018		City Sister Silver	Topol, Jáchym	1) core list		971	Czech	1900s		Q18175509	Q471209
1114		2006	2008	2010	2012	2018		Pereira Declares: A Testimony	Tabucchi, Antonio	1) core list	Sostiene Pereira	91	Italian	1900s		Q1220988	Q231781
1115		2006	2008	2010	2012	2018		The Wind-Up Bird Chronicle	Murakami, Haruki	1) core list		139	Japanese	1900s		Q976992	Q134798
1116		2006						The Master of Petersburg	Coetzee, J.M.	2) Deleted 2008		982	S. African	1900s		Q2070594	Q43293
1117			2008	2010	2012	2018		Our Lady of the Assassins	Vallejo, Fernando	3) Added 2008		862		1900s		Q926145	Q706272
1118		2006	2008	2010	2012	2018		Land	Park,, Kyŏng-ni	1) core list		1248	S Korean	1900s		Q7813427	Q39963
1119		2006	2008	2010	2012	2018		Whatever	Houellebecq, Michel	1) core list		963		1900s		Q784197	Q103114
1120		2006						The Folding Star	Hollinghurst, Alan	2) Deleted 2008		962	English	1900s		Q629646	Q316048
1121		2006						Mr. Vertigo	Auster, Paul	2) Deleted 2008		403	American	1900s		Q1951470	Q214642
1122			2008	2010	2012	2018		Troubling Love	Ferrante, Elena	3) Added 2008		1173		1900s		Q65129990	Q368127
1123			2008	2010	2012	2018		The Late-Night News	Markaris, Petros	3) Added 2008		908		1900s		Q4003199	Q603855
1124		2006	2008	2010	2012	2018		The End of the Story	Davis, Lydia	1) core list		930	American	1900s		Q19086017	Q1280035
1125		2006	2008	2010	2012	2018		Love’s Work	Rose, Gillian	1) core list		759	English	1900s		Q135874718	Q439143
1126		2006	2008	2010	2012	2018		A Fine Balance	Mistry, Rohinton	1) core list		20	Indian	1900s		Q48829	Q732338
1127		2006	2008	2010	2012	2018		The Reader	Schlink, Bernhard	1) core list		636	German	1900s		Q311449	Q76699
1128		2006						The Rings of Saturn	Sebald, W.G.	2) Deleted 2008		34	German	1900s		Q7760819	Q76952
1129		2006						Sabbath’s Theater	Roth, Philip	2) Deleted 2008		641	American	1900s		Q3795983	Q187019
1130		2006						The Moor’s Last Sigh	Rushdie, Salman	2) Deleted 2008		463	Indian	1900s		Q1139328	Q44306
1131		2006						The Information	Amis, Martin	2) Deleted 2008		1073	English	1900s		Q7742008	Q310176
1132			2008	2010	2012	2018		Santa Evita	Martinez, Tomas Eloy	3) Added 2008		843		1900s		Q16166726	Q1362119
1133		2006	2008	2010	2012	2018		Morvern Callar	Warner, Alan	1) core list		884	Scottish	1900s		Q6915172	Q1130840
1134		2006	2008	2010	2012	2018		The Unconsoled	Ishiguro, Kazuo	1) core list		1089	Japanese	1900s		Q7771331	Q272855
1135		2006	2008	2010	2012	2018		Alias Grace	Atwood, Margaret	1) core list		352	Canadian	1900s		Q3818322	Q183492
1136		2006	2008	2010	2012	2018		The Clay Machine-Gun	Pelevin, Victor	1) core list	aka Buddha's Little Finger	47	Russian	1900s		Q1962238	Q246722
1137		2006	2008	2010	2012	2018		Infinite Jest	Wallace, David Foster	1) core list		153	American	1900s		Q1077445	Q313246
1138		2006	2008	2010	2012			Forever a Stranger	Haasse, Hella	8) Deleted 2018		1264	Dutch	1900s		Q655933	Q232400
1139		2006	2008	2010				The Ghost Road	Barker, Pat	6) Deleted 2012		126	English	1900s		Q3987215	Q61198
1140		2006	2008	2010	2012	2018		Fugitive Pieces	Michaels, Anne	1) core list		379	Canadian	1900s		Q5507274	Q469135
1141		2006	2008	2010	2012	2018		Hallucinating Foucault	Duncker, Patricia	1) core list		390	Jamaican	1900s		Q5643191	Q358006
1142		2006						Cocaine Nights	Ballard, J.G.	2) Deleted 2008		1128		1900s		Q600448	Q140201
1143			2008	2010	2012	2018		A Light Comedy	Mendoza, Eduardo	3) Added 2008	Una comedia ligera	1257		1900s		Q135875050	Q72541
1144			2008	2010	2012	2018		Fall on Your Knees	MacDonald, Ann-Marie	3) Added 2008		502		1900s		Q5432179	Q437321
1145		2006	2008	2010	2012	2018		Silk	Baricco, Alessandro	1) core list	Seta	418	Italian	1900s		Q960929	Q295589
1146		2006						The Untouchable	Banville, John	2) Deleted 2008		499	Irish	1900s		Q3641765	Q313077
1147		2006						American Pastoral	Roth, Philip	2) Deleted 2008		443	American	1900s		Q470057	Q187019
1148		2006	2008	2010	2012	2018		The God of Small Things	Roy, Arundhati	1) core list		369	Indian	1900s		Q378786	Q212801
1149		2006						Mason & Dixon	Pynchon, Thomas	2) Deleted 2008		396	American	1900s		Q1536968	Q35155
1150			2008	2010	2012	2018		Margot and the Angels	Hemmerechts, Kristien	3) Added 2008	Margot en de Engelen	1301	Belgian	1900s		Q135875118	Q1999777
1151		2006	2008	2010	2012			The Life of Insects	Pelevin, Victor	1) core list		540	Russian	1900s		Q4180246	Q246722
1152			2008	2010				Money to Burn	Piglia, Ricardo	6) Deleted 2012	Plata quemada	831		1900s		Q6077998	Q583814
1153		2006	2008	2010				Jack Maggs	Carey, Peter	6) Deleted 2012		920	Australian	1900s		Q4160095	Q313254
1154		2006	2008	2010	2012	2018		Underworld	DeLillo, Don	1) core list		679	American	1900s		Q2249650	Q310048
1155		2006	2008	2010				Enduring Love	McEwan, Ian	6) Deleted 2012		890	English	1900s		Q2920448	Q190379
1156		2006						Great Apes	Self, Will	2) Deleted 2008		978	English	1900s		Q5598657	Q261054
1157		2006			2012	2018		Memoirs of a Geisha	Golden, Arthur	2) Deleted 2008, 7) added back 2012		154	American	1900s		Q829130	Q432728
1158			2008	2010	2012	2018		Crossfire	Miyabe, Miyuki	3) Added 2008		1167		1900s		Q902212	Q290021
1159		2006	2008	2010	2012	2018		The Poisonwood Bible	Kingsolver, Barbara	1) core list		248	American	1900s		Q7757621	Q1264643
1160		2006	2008	2010	2012	2018		Veronika Decides to Die	Coelho, Paulo	1) core list		726	Brazilian	1900s		Q1139322	Q12881
1161		2006	2008	2010	2012	2018		The Hours	Cunningham, Michael	1) core list		320	American	1900s		Q2610868	Q310257
1162		2006						Another World	Barker, Pat	2) Deleted 2008		1151	English	1900s		Q4770401	Q61198
1163		2006						Glamorama	Ellis, Bret Easton	2) Deleted 2008		1152	American	1900s		Q2668869	Q241583
1164		2006						Tipping the Velvet	Waters, Sarah	2) Deleted 2008		311	Wales	1900s		Q2915079	Q237555
1165		2006	2008	2010	2012	2018		All Souls Day	Nooteboom, Cees	1) core list	Allerzielen	1004	Dutch	1900s		Q1417985	Q158394
1166		2006						Cloudsplitter	Banks, Russell	2) Deleted 2008		758	American	1900s		Q3400570	Q665144
1167		2006						Amsterdam	McEwan, Ian	2) Deleted 2008		1079	English	1900s		Q478433	Q190379
1168		2006						Intimacy	Kureishi, Hanif	2) Deleted 2008		1010		1900s		Q15052538	Q325936
1169			2008	2010	2012	2018		The Heretic	Delibes, Miguel	3) Added 2008		729		1900s		Q16993959	Q157326
1170		2006	2008	2010	2012	2018		Elementary Particles	Houellebecq, Michel	1) core list		593		1900s		Q700483	Q103114
1171		2006						Sputnik Sweetheart	Murakami, Haruki	2) Deleted 2008		515	Japanese	1900s		Q930228	Q134798
1172		2006	2008	2010				The Talk of the Town	O'Hanlon, Ardal	6) Deleted 2012		1256	Irish	1900s		Q7768035	Q1292714
1173			2008	2010	2012			Dirty Havana Trilogy	Gutierrez, Pedro Juan	3) Added 2008		836		1900s		Q135898826	Q468942
1174			2008	2010	2012	2018		Savage Detectives	Bolaño, Roberto	3) Added 2008		215		1900s		Q898056	Q297532
1175		2006	2008	2010	2012	2018		Disgrace	Coetzee, J.M.	1) core list		474	S. African	1900s		Q958560	Q43293
1176		2006						The Ground Beneath Her Feet	Rushdie, Salman	2) Deleted 2008		838	Indian	1900s		Q3321978	Q44306
1177		2006	2008	2010	2012	2018		As If I Am Not There	Drakulić, Slavenka	1) core list	Kao da me nema (Also: 'S. A Novel About the Balkans')	90	Croatian	1900s		Q135898836	Q134898
1178		2006						Cryptonomicon	Stephenson, Neal	2) Deleted 2008		228	American	1900s		Q534975	Q312853
1179		2006						The Romantics	Mishra, Pankaj	2) Deleted 2008		1086	Indian	1900s		Q7761432	Q277575
1180		2006						Timbuktu	Auster, Paul	2) Deleted 2008		798	American	1900s		Q492991	Q214642
1181			2008	2010	2012	2018		Pavel's Letters	Maron, Monika	3) Added 2008		1288		1900s		Q23786227	Q69679
1182			2008	2010	2012	2018		In Search of Klingsor	Volpi, Jorge	3) Added 2008		701		1900s		Q1169338	Q1376498
1183			2008	2010	2012	2018		The Museum of Unconditional Surrender	Ugresic, Dubravka	3) Added 2008		432		1900s		Q134721482	Q237416
1184		2006	2008	2010	2012	2018		Fear and Trembling	Nothomb, Amélie	1) core list	Stupeur et tremblements	696	Japanese	1900s		Q1638148	Q168040
1185		2006						Everything You Need	Kennedy, A.L.	2) Deleted 2008		1013	Scottish	1900s		Q134721505	Q278872
1186		2006						Pastoralia	Saunders, George	2) Deleted 2008		96	American	2000s		Q7143062	Q1251926
1187		2006						Blonde	Oates, Joyce Carol	2) Deleted 2008		734	American	2000s		Q1580112	Q217557
